,m_reaction,m_gene,m_subsystem,m_metabolites,u_pdb,i_entry_name,ssb_best_file
1083,KAS_HP2,TM_1724,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",,Q9X248.pdb,Q9X248.pdb
1084,ACONT,TM_0291,Citric Acid Cycle,"['cit_c', 'icit_c']",,Q9WYC7.pdb,Q9WYC7.pdb
1085,ACONT,TM_0292,Citric Acid Cycle,"['cit_c', 'icit_c']",,Q9WYC8.pdb,Q9WYC8.pdb
1086,ACPS1,TM_0692,Pantothenate and CoA Biosynthesis,"['ACP_c', 'h_c', 'pap_c', 'apoACP_c', 'coa_c']",,Q9WZF6.pdb,Q9WZF6.pdb
1087,ACYP_2,TM_1564,Pyruvate Met,"['actp_c', 'h_c', 'h2o_c', 'pi_c', 'ac_c']",,Q9X1Q0.pdb,Q9X1Q0.pdb
1088,ADK1,TM_1479,Purine Metabolism,"['amp_c', 'adp_c', 'atp_c']",,Q9X1I8.pdb,Q9X1I8.pdb
1089,ADK3,TM_1689,Purine Metabolism,"['amp_c', 'adp_c', 'gdp_c', 'gtp_c']",,Q9X215.pdb,Q9X215.pdb
1090,GK1,TM_1689,Purine Metabolism,"['gmp_c', 'atp_c', 'adp_c', 'gdp_c']",,Q9X215.pdb,Q9X215.pdb
1091,ADPT,TM_1384,Purine Metabolism,"['amp_c', 'prpp_c', 'ade_c', 'ppi_c']",,Q9X1A4.pdb,Q9X1A4.pdb
1092,GUAPRT,TM_1384,Purine Metabolism,"['prpp_c', 'gua_c', 'ppi_c', 'gmp_c']",,Q9X1A4.pdb,Q9X1A4.pdb
1093,ADSS,TM_1096,Purine Biosynthesis,"['imp_c', 'pi_c', 'asp_L_c', 'gtp_c', 'h_c', 'gdp_c', 'dcamp_c']",,Q9X0I1.pdb,Q9X0I1.pdb
1094,AGDC_r,TM_0814,Aminosugar Metabolism,"['acgam6p_c', 'ac_c', 'gam6p_c', 'h2o_c']",1O12,,1o12.pdb
1096,AGPAT160,TM_1693,Lipid Biosynthesis,"['palmACP_c', '1hdecg3p_c', 'pa160_c', 'ACP_c']",,Q9X219.pdb,Q9X219.pdb
1097,AGPR,TM_1782,Arginine Biosynthesis,"['pi_c', 'acg5p_c', 'h_c', 'nadp_c', 'acg5sa_c', 'nadph_c']",1VKN,,1vkn.pdb
1099,AHC,TM_0172,Methionine Metabolism,"['h2o_c', 'ahcys_c', 'adn_c', 'hcys_L_c']",,O51933.pdb,O51933.pdb
1100,AHCYSNS_r,TM_1129,Methionine Metabolism,"['h2o_c', 'rhcys_c', 'ahcys_c', 'ade_c']",,Q9X0L3.pdb,Q9X0L3.pdb
1101,MTAN,TM_1129,Methionine Metabolism,"['h2o_c', '5mtr_c', 'ade_c', '5mta_c']",,Q9X0L3.pdb,Q9X0L3.pdb
1102,AHEXASE3,TM_0809,Aminosugar Metabolism,"['chtbs_c', 'acgam_c', 'h2o_c']",3WO8,Q9WZR6.pdb,3wo8.pdb
1103,AHMMPS,TM_0788,Thiamine Biosynthesis,"['h_c', '4ahmmp_c', 'gcald_c', 'pi_c', 'air_c']",,Q9WZP5.pdb,Q9WZP5.pdb
1104,AHSERL2,TM_0882,Methionine Metabolism,"['achms_c', 'h_c', 'h2s_c', 'ac_c', 'hcys_L_c']",,Q9WZY4.pdb,Q9WZY4.pdb
1105,CYSS,TM_0882,Cysteine Metabolism,"['acser_c', 'cys_L_c', 'h2s_c', 'h_c', 'ac_c']",,Q9WZY4.pdb,Q9WZY4.pdb
1106,CYSS,TM_0665,Cysteine Metabolism,"['acser_c', 'cys_L_c', 'h2s_c', 'h_c', 'ac_c']",1O58,,1o58.pdb
1107,SHSL1,TM_0882,Methionine Metabolism,"['h_c', 'cys_L_c', 'cyst_L_c', 'succ_c', 'suchms_c']",,Q9WZY4.pdb,Q9WZY4.pdb
1108,SHSL1,TM_1270,Methionine Metabolism,"['h_c', 'cys_L_c', 'cyst_L_c', 'succ_c', 'suchms_c']",,Q9X0Z7.pdb,Q9X0Z7.pdb
1109,AICARTi,TM_1249,Purine Biosynthesis,"['aicar_c', 'thf_c', '10fthf_c', 'fprica_c']",1ZCZ,,1zcz.pdb
1110,IMPC,TM_1249,Purine Biosynthesis,"['imp_c', 'fprica_c', 'h2o_c']",1ZCZ,,1zcz.pdb
1111,AIRCr,TM_0446,Purine Biosynthesis,"['air_c', 'h_c', 'co2_c', '5aizc_c']",1O4V,,1o4v.pdb
1112,AIRCr,TM_0447,Purine Biosynthesis,"['air_c', 'h_c', 'co2_c', '5aizc_c']",3AX6,,3ax6.pdb
1115,AKP1,TM_0156,Folate Metabolism,"['h2o_c', 'h_c', 'ahdt_c', 'pi_c', 'dhnpt_c']",,Q9WY03.pdb,Q9WY03.pdb
1116,ALKP,TM_0156,Alternate Carbon Metabolism,"['dha_c', 'dhap_c', 'pi_c', 'h2o_c']",,Q9WY03.pdb,Q9WY03.pdb
1117,ALAALAr,TM_0259,Peptidoglycan Biosynthesis,"['atp_c', 'ala_D_c', 'pi_c', 'h_c', 'adp_c', 'alaala_c']",,P46805.pdb,P46805.pdb
1118,ALATRS,TM_1396,tRNA Metabolism,"['atp_c', 'ala_L_c', 'ppi_c', 'amp_c', 'trnaala_c', 'alatrna_c']",,Q9X1B6.pdb,Q9X1B6.pdb
1119,ALAabc,TM_1135,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ala_L_e', 'h_c', 'ala_L_c', 'adp_c']",3TD9,,3td9.pdb
1121,ALAabc,TM_1136,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ala_L_e', 'h_c', 'ala_L_c', 'adp_c']",,Q9X0M0.pdb,Q9X0M0.pdb
1122,ALAabc,TM_1137,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ala_L_e', 'h_c', 'ala_L_c', 'adp_c']",,Q9X0M1.pdb,Q9X0M1.pdb
1123,ALAabc,TM_1138,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ala_L_e', 'h_c', 'ala_L_c', 'adp_c']",,Q9X0M2.pdb,Q9X0M2.pdb
1124,ALAabc,TM_1139,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ala_L_e', 'h_c', 'ala_L_c', 'adp_c']",1JI0,,1ji0_modified_min.pdb
1125,ILEabc,TM_1135,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ile_L_e', 'h_c', 'adp_c', 'ile_L_c']",3TD9,,3td9.pdb
1127,ILEabc,TM_1136,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ile_L_e', 'h_c', 'adp_c', 'ile_L_c']",,Q9X0M0.pdb,Q9X0M0.pdb
1128,ILEabc,TM_1137,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ile_L_e', 'h_c', 'adp_c', 'ile_L_c']",,Q9X0M1.pdb,Q9X0M1.pdb
1129,ILEabc,TM_1138,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ile_L_e', 'h_c', 'adp_c', 'ile_L_c']",,Q9X0M2.pdb,Q9X0M2.pdb
1130,ILEabc,TM_1139,Transport,"['atp_c', 'pi_c', 'h2o_c', 'ile_L_e', 'h_c', 'adp_c', 'ile_L_c']",1JI0,,1ji0_modified_min.pdb
1131,LEUabc,TM_1135,Transport,"['atp_c', 'leu_L_c', 'h2o_c', 'leu_L_e', 'h_c', 'adp_c', 'pi_c']",3TD9,,3td9.pdb
1133,LEUabc,TM_1136,Transport,"['atp_c', 'leu_L_c', 'h2o_c', 'leu_L_e', 'h_c', 'adp_c', 'pi_c']",,Q9X0M0.pdb,Q9X0M0.pdb
1134,LEUabc,TM_1137,Transport,"['atp_c', 'leu_L_c', 'h2o_c', 'leu_L_e', 'h_c', 'adp_c', 'pi_c']",,Q9X0M1.pdb,Q9X0M1.pdb
1135,LEUabc,TM_1138,Transport,"['atp_c', 'leu_L_c', 'h2o_c', 'leu_L_e', 'h_c', 'adp_c', 'pi_c']",,Q9X0M2.pdb,Q9X0M2.pdb
1136,LEUabc,TM_1139,Transport,"['atp_c', 'leu_L_c', 'h2o_c', 'leu_L_e', 'h_c', 'adp_c', 'pi_c']",1JI0,,1ji0_modified_min.pdb
1137,THRabc,TM_1135,Transport,"['atp_c', 'thr_L_e', 'h2o_c', 'thr_L_c', 'h_c', 'adp_c', 'pi_c']",3TD9,,3td9.pdb
1139,THRabc,TM_1136,Transport,"['atp_c', 'thr_L_e', 'h2o_c', 'thr_L_c', 'h_c', 'adp_c', 'pi_c']",,Q9X0M0.pdb,Q9X0M0.pdb
1140,THRabc,TM_1137,Transport,"['atp_c', 'thr_L_e', 'h2o_c', 'thr_L_c', 'h_c', 'adp_c', 'pi_c']",,Q9X0M1.pdb,Q9X0M1.pdb
1141,THRabc,TM_1138,Transport,"['atp_c', 'thr_L_e', 'h2o_c', 'thr_L_c', 'h_c', 'adp_c', 'pi_c']",,Q9X0M2.pdb,Q9X0M2.pdb
1142,THRabc,TM_1139,Transport,"['atp_c', 'thr_L_e', 'h2o_c', 'thr_L_c', 'h_c', 'adp_c', 'pi_c']",1JI0,,1ji0_modified_min.pdb
1143,VALabc,TM_1135,Transport,"['val_L_c', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'val_L_e']",3TD9,,3td9.pdb
1145,VALabc,TM_1136,Transport,"['val_L_c', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'val_L_e']",,Q9X0M0.pdb,Q9X0M0.pdb
1146,VALabc,TM_1137,Transport,"['val_L_c', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'val_L_e']",,Q9X0M1.pdb,Q9X0M1.pdb
1147,VALabc,TM_1138,Transport,"['val_L_c', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'val_L_e']",,Q9X0M2.pdb,Q9X0M2.pdb
1148,VALabc,TM_1139,Transport,"['val_L_c', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'val_L_e']",1JI0,,1ji0_modified_min.pdb
1149,ALR2,TM_0412,Others,"['h_c', 'nadph_c', 'mthgxl_c', 'acetol_c', 'nadp_c']",3IP1,,3ip1_modified_min.pdb
1150,AMYLe,TM_1840,Starch Metabolism,"['h2o_e', 'malt_e', 'glc_D_e', 'amylose300_e']",,Q9S5Y2.pdb,Q9S5Y2.pdb
1151,GLYCOe,TM_1840,Glycogen Metabolism,"['h2o_e', 'glc_D_e', 'glycogen1500_e', 'malt_e']",,Q9S5Y2.pdb,Q9S5Y2.pdb
1152,ANPRT,TM_0141,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pran_c', 'ppi_c', 'anth_c', 'prpp_c']",,Q08654.pdb,Q08654.pdb
1153,ANPRT,TM_0142,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pran_c', 'ppi_c', 'anth_c', 'prpp_c']",,Q08653.pdb,Q08653.pdb
1154,ANS,TM_0141,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pyr_c', 'glu_L_c', 'h_c', 'gln_L_c', 'anth_c', 'chor_c']",,Q08654.pdb,Q08654.pdb
1155,ANS,TM_0142,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['pyr_c', 'glu_L_c', 'h_c', 'gln_L_c', 'anth_c', 'chor_c']",,Q08653.pdb,Q08653.pdb
1156,APRAUR,TM_1828,Riboflavin Metabolism,"['5aprbu_c', 'h_c', 'nadph_c', 'nadp_c', '5apru_c']",2HXV,,2hxv.pdb
1158,DHPPDA,TM_1828,Riboflavin Metabolism,"['25dhpp_c', 'h_c', 'h2o_c', 'nh4_c', '5apru_c']",2HXV,,2hxv.pdb
1160,ARAI,TM_0276,Arabinose Metabolism,"['rbl_L_c', 'arab_L_c']",,Q9WYB3.pdb,Q9WYB3.pdb
1161,ARGSL,TM_1781,Arginine Biosynthesis,"['arg_L_c', 'fum_c', 'argsuc_c']",,TM_1781.pdb,TM_1781.pdb
1162,ARGSSr,TM_1780,Arginine Biosynthesis,"['argsuc_c', 'atp_c', 'ppi_c', 'amp_c', 'asp_L_c', 'h_c', 'citr_L_c']",1VL2,,1vl2.pdb
1163,ARGTRS_r,TM_1093,tRNA Metabolism,"['atp_c', 'ppi_c', 'argtrna_c', 'arg_L_c', 'amp_c', 'trnaarg_c']",,Q9X0H8.pdb,Q9X0H8.pdb
1164,AROH,TM_0155,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['h2o_c', 'phe_L_c', 'co2_c', 'Largn_c']",,Q9WY02.pdb,Q9WY02.pdb
1165,CHORMr,TM_0155,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['chor_c', 'pphn_c']",,Q9WY02.pdb,Q9WY02.pdb
1166,PPNDHr,TM_0155,Phenylalanine Tyrosine Tryptophan Biosynthesis,"['h2o_c', 'h_c', 'co2_c', 'pphn_c', 'phpyr_c']",,Q9WY02.pdb,Q9WY02.pdb
1167,ASAD,TM_1523,Threonine Metabolism,"['4pasp_c', 'aspsa_c', 'pi_c', 'h_c', 'nadp_c', 'nadph_c']",,Q9X1L1.pdb,Q9X1L1.pdb
1168,ASP1DC,TM_0939,Alanine and Aspartate Metabolism,"['asp_L_c', 'co2_c', 'ala_B_c', 'h_c']",,Q9X037.pdb,Q9X037.pdb
1169,ASPCT,TM_1642,Pyrimidine Biosynthesis,"['asp_L_c', 'h_c', 'pi_c', 'cbp_c', 'cbasp_c']",,P96111.pdb,P96111.pdb
1170,ASPK,TM_0547,Threonine Metabolism,"['asp_L_c', 'adp_c', '4pasp_c', 'atp_c']",,Q9WZ17.pdb,Q9WZ17.pdb
1171,ASPK,TM_1518,Threonine Metabolism,"['asp_L_c', 'adp_c', '4pasp_c', 'atp_c']",,Q9X1K6.pdb,Q9X1K6.pdb
1172,HSDy,TM_0547,Threonine Metabolism,"['hom_L_c', 'h_c', 'aspsa_c', 'nadph_c', 'nadp_c']",,Q9WZ17.pdb,Q9WZ17.pdb
1173,ASPTA6,TM_1400,Alanine and Aspartate Metabolism,"['asp_L_c', 'pyr_c', 'oaa_c', 'ala_L_c']",,Q9X1C0.pdb,Q9X1C0.pdb
1174,SPTc,TM_1400,Glycine and Serine Metabolism,"['pyr_c', 'ala_L_c', 'ser_L_c', 'hpyr_c']",,Q9X1C0.pdb,Q9X1C0.pdb
1175,ASPTRS,TM_1441,tRNA Metabolism,"['atp_c', 'ppi_c', 'amp_c', 'asp_L_c', 'asptrna_c', 'trnaasp_c']",,Q9X1F4.pdb,Q9X1F4.pdb
1176,ASPTRS_Asn,TM_1441,tRNA Metabolism,"['atp_c', 'asptrna_asn__c', 'ppi_c', 'amp_c', 'asp_L_c', 'trnaasn_c']",,Q9X1F4.pdb,Q9X1F4.pdb
1177,ASPT_rev,TM_0444,Alanine and Aspartate Metabolism,"['asp_L_c', 'fum_c', 'nh4_c']",,Q9WYS5.pdb,Q9WYS5.pdb
1178,ATPS1,TM_1609,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U5.pdb,Q9X1U5.pdb
1179,ATPS1,TM_1610,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,O50550.pdb,O50550.pdb
1180,ATPS1,TM_1611,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U6.pdb,Q9X1U6.pdb
1181,ATPS1,TM_1612,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",2R9V,,2r9v.pdb
1182,ATPS1,TM_1613,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U8.pdb,Q9X1U8.pdb
1183,ATPS1,TM_1614,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U9.pdb,Q9X1U9.pdb
1184,ATPS1,TM_1615,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1V0.pdb,Q9X1V0.pdb
1185,ATPS1,TM_1616,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1V1.pdb,Q9X1V1.pdb
1186,ATPS10_3,TM_1609,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U5.pdb,Q9X1U5.pdb
1187,ATPS10_3,TM_1610,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,O50550.pdb,O50550.pdb
1188,ATPS10_3,TM_1611,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U6.pdb,Q9X1U6.pdb
1189,ATPS10_3,TM_1612,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",2R9V,,2r9v.pdb
1190,ATPS10_3,TM_1613,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U8.pdb,Q9X1U8.pdb
1191,ATPS10_3,TM_1614,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1U9.pdb,Q9X1U9.pdb
1192,ATPS10_3,TM_1615,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1V0.pdb,Q9X1V0.pdb
1193,ATPS10_3,TM_1616,Energy Metabolism,"['atp_c', 'pi_c', 'h_e', 'h_c', 'h2o_c', 'adp_c']",,Q9X1V1.pdb,Q9X1V1.pdb
1194,ATPS4,TM_1609,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1U5.pdb,Q9X1U5.pdb
1195,ATPS4,TM_1610,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,O50550.pdb,O50550.pdb
1196,ATPS4,TM_1611,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1U6.pdb,Q9X1U6.pdb
1197,ATPS4,TM_1612,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",2R9V,,2r9v.pdb
1198,ATPS4,TM_1613,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1U8.pdb,Q9X1U8.pdb
1199,ATPS4,TM_1614,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1U9.pdb,Q9X1U9.pdb
1200,ATPS4,TM_1615,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1V0.pdb,Q9X1V0.pdb
1201,ATPS4,TM_1616,Energy Metabolism,"['h_e', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'adp_c']",,Q9X1V1.pdb,Q9X1V1.pdb
1202,BACCL,TM_0224,Biotin Biosynthesis,"['atp_c', 'btamp_c', 'btn_c', 'ppi_c', 'h_c']",,Q9WY67.pdb,Q9WY67.pdb
1203,BGLA,TM_0025,Carbohydrate Metabolism,"['h2o_c', 'glc_D_c', 'cellb_c']",,Q9WXN2.pdb,Q9WXN2.pdb
1204,BGLA,TM_0076,Carbohydrate Metabolism,"['h2o_c', 'glc_D_c', 'cellb_c']",,Q9WXT1.pdb,Q9WXT1.pdb
1205,LMN2,TM_0025,Laminarine Metabolism,"['h2o_c', 'lmn2_c', 'glc_D_c']",,Q9WXN2.pdb,Q9WXN2.pdb
1206,LMN2,TM_0076,Laminarine Metabolism,"['h2o_c', 'lmn2_c', 'glc_D_c']",,Q9WXT1.pdb,Q9WXT1.pdb
1207,XYLOS1,TM_0025,Xylan Metabolism,"['xyl4_c', 'xyl_D_c', 'h2o_c']",,Q9WXN2.pdb,Q9WXN2.pdb
1208,XYLOS1,TM_0076,Xylan Metabolism,"['xyl4_c', 'xyl_D_c', 'h2o_c']",,Q9WXT1.pdb,Q9WXT1.pdb
1209,XYLOS2,TM_0025,Xylan Metabolism,"['xyl3_c', 'xyl_D_c', 'h2o_c']",,Q9WXN2.pdb,Q9WXN2.pdb
1210,XYLOS2,TM_0076,Xylan Metabolism,"['xyl3_c', 'xyl_D_c', 'h2o_c']",,Q9WXT1.pdb,Q9WXT1.pdb
1211,XYLOS3,TM_0025,Xylan Metabolism,"['h2o_c', 'xyl_D_c', 'xylb_c']",,Q9WXN2.pdb,Q9WXN2.pdb
1212,XYLOS3,TM_0076,Xylan Metabolism,"['h2o_c', 'xyl_D_c', 'xylb_c']",,Q9WXT1.pdb,Q9WXT1.pdb
1213,BUTK,TM_1754,Butanoate Metabolism,"['atp_c', 'but_c', 'butpi_c', 'adp_c']",,Q9X276.pdb,Q9X276.pdb
1214,MCOATA,TM_0798,Fatty Acid Synthesis,"['ACP_c', 'coa_c', 'malACP_c', 'malcoa_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1215,CBPS,TM_0557,Pyrimidine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'hco3_c', 'adp_c', 'h2o_c', 'cbp_c', 'h_c', 'pi_c']",,Q9WZ27.pdb,Q9WZ27.pdb
1216,CBPS,TM_0558,Pyrimidine Biosynthesis,"['atp_c', 'glu_L_c', 'gln_L_c', 'hco3_c', 'adp_c', 'h2o_c', 'cbp_c', 'h_c', 'pi_c']",,Q9WZ28.pdb,Q9WZ28.pdb
1217,CDPMEK,TM_1383,Terpenoid biosynthesis,"['atp_c', 'h_c', '2p4c2me_c', 'adp_c', '4c2me_c']",,Q9X1A3.pdb,Q9X1A3.pdb
1218,CEL6abc,TM_1219,Transport,"['cell6_e', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'cell6_c']",,Q9X0U6.pdb,Q9X0U6.pdb
1219,CEL6abc,TM_1220,Transport,"['cell6_e', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'cell6_c']",,Q9X0U7.pdb,Q9X0U7.pdb
1220,CEL6abc,TM_1221,Transport,"['cell6_e', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'cell6_c']",,Q9X0U8.pdb,Q9X0U8.pdb
1221,CEL6abc,TM_1222,Transport,"['cell6_e', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'cell6_c']",,Q9X0U9.pdb,Q9X0U9.pdb
1222,CEL6abc,TM_1226,Transport,"['cell6_e', 'pi_c', 'atp_c', 'h_c', 'h2o_c', 'adp_c', 'cell6_c']",,Q9X0V3.pdb,Q9X0V3.pdb
1223,CELabc,TM_1219,Transport,"['atp_c', 'pi_c', 'h2o_c', 'cell4_e', 'h_c', 'adp_c', 'cell4_c']",,Q9X0U6.pdb,Q9X0U6.pdb
1224,CELabc,TM_1220,Transport,"['atp_c', 'pi_c', 'h2o_c', 'cell4_e', 'h_c', 'adp_c', 'cell4_c']",,Q9X0U7.pdb,Q9X0U7.pdb
1225,CELabc,TM_1221,Transport,"['atp_c', 'pi_c', 'h2o_c', 'cell4_e', 'h_c', 'adp_c', 'cell4_c']",,Q9X0U8.pdb,Q9X0U8.pdb
1226,CELabc,TM_1222,Transport,"['atp_c', 'pi_c', 'h2o_c', 'cell4_e', 'h_c', 'adp_c', 'cell4_c']",,Q9X0U9.pdb,Q9X0U9.pdb
1227,CELabc,TM_1226,Transport,"['atp_c', 'pi_c', 'h2o_c', 'cell4_e', 'h_c', 'adp_c', 'cell4_c']",,Q9X0V3.pdb,Q9X0V3.pdb
1228,MANTRabc,TM_1219,Transport,"['mantr_c', 'atp_c', 'pi_c', 'h2o_c', 'mantr_e', 'h_c', 'adp_c']",,Q9X0U6.pdb,Q9X0U6.pdb
1229,MANTRabc,TM_1220,Transport,"['mantr_c', 'atp_c', 'pi_c', 'h2o_c', 'mantr_e', 'h_c', 'adp_c']",,Q9X0U7.pdb,Q9X0U7.pdb
1230,MANTRabc,TM_1221,Transport,"['mantr_c', 'atp_c', 'pi_c', 'h2o_c', 'mantr_e', 'h_c', 'adp_c']",,Q9X0U8.pdb,Q9X0U8.pdb
1231,MANTRabc,TM_1222,Transport,"['mantr_c', 'atp_c', 'pi_c', 'h2o_c', 'mantr_e', 'h_c', 'adp_c']",,Q9X0U9.pdb,Q9X0U9.pdb
1232,MANTRabc,TM_1226,Transport,"['mantr_c', 'atp_c', 'pi_c', 'h2o_c', 'mantr_e', 'h_c', 'adp_c']",,Q9X0V3.pdb,Q9X0V3.pdb
1233,MANTTRabc,TM_1219,Transport,"['atp_c', 'pi_c', 'h_c', 'manttr_e', 'h2o_c', 'adp_c', 'manttr_c']",,Q9X0U6.pdb,Q9X0U6.pdb
1234,MANTTRabc,TM_1220,Transport,"['atp_c', 'pi_c', 'h_c', 'manttr_e', 'h2o_c', 'adp_c', 'manttr_c']",,Q9X0U7.pdb,Q9X0U7.pdb
1235,MANTTRabc,TM_1221,Transport,"['atp_c', 'pi_c', 'h_c', 'manttr_e', 'h2o_c', 'adp_c', 'manttr_c']",,Q9X0U8.pdb,Q9X0U8.pdb
1236,MANTTRabc,TM_1222,Transport,"['atp_c', 'pi_c', 'h_c', 'manttr_e', 'h2o_c', 'adp_c', 'manttr_c']",,Q9X0U9.pdb,Q9X0U9.pdb
1237,MANTTRabc,TM_1226,Transport,"['atp_c', 'pi_c', 'h_c', 'manttr_e', 'h2o_c', 'adp_c', 'manttr_c']",,Q9X0V3.pdb,Q9X0V3.pdb
1238,CELASE1,TM_1524,Cellulose Metabolism,"['h2o_c', 'cell4_c', 'cellb_c']",3O7O,,3o7o_modified_min.pdb
1239,CELASE2,TM_1524,Cellulose Metabolism,"['cell6_c', 'cellb_c', 'h2o_c']",3O7O,,3o7o_modified_min.pdb
1240,CEPA,TM_1848,Cellulose Metabolism,"['cellb_c', 'g1p_c', 'pi_c', 'glc_D_c']",,,Q9X1B7.pdb
1241,DASYN160,TM_1397,Lipid Biosynthesis,"['cdpdhdecg_c', 'h_c', 'pa160_c', 'ppi_c', 'ctp_c']",4Q2G,Q9X1B7.pdb,Q9X1B7.pdb
1242,DASYN160,TM_1397,Lipid Biosynthesis,"['cdpdhdecg_c', 'h_c', 'pa160_c', 'ppi_c', 'ctp_c']",4Q2E,Q9X1B7.pdb,Q9X1B7.pdb
1243,GALMAN4abc,TM_1749,Transport,"['atp_c', 'galman4_e', 'pi_c', 'h2o_c', 'h_c', 'galman4_c', 'adp_c']",,,Q9X1B7.pdb
1244,GALMAN4abc,TM_1750,Transport,"['atp_c', 'galman4_e', 'pi_c', 'h2o_c', 'h_c', 'galman4_c', 'adp_c']",,,Q9X1B7.pdb
1245,GALMAN4abc,TM_1746,Transport,"['atp_c', 'galman4_e', 'pi_c', 'h2o_c', 'h_c', 'galman4_c', 'adp_c']",,Q9X268.pdb,Q9X268.pdb
1246,GALMAN4abc,TM_1747,Transport,"['atp_c', 'galman4_e', 'pi_c', 'h2o_c', 'h_c', 'galman4_c', 'adp_c']",,Q9X269.pdb,Q9X269.pdb
1247,GALMAN4abc,TM_1748,Transport,"['atp_c', 'galman4_e', 'pi_c', 'h2o_c', 'h_c', 'galman4_c', 'adp_c']",,Q9X270.pdb,Q9X270.pdb
1248,GALMAN6abc,TM_1749,Transport,"['galman6_c', 'atp_c', 'pi_c', 'h2o_c', 'h_c', 'galman6_e', 'adp_c']",,,Q9X1B7.pdb
